PRODUCT_NAME,MATERIAL DESCRIPTION
METPURE-XL 25 MG TAB 10 S,METPURE XL 25 TABLET
TRIOLVANCE 20MG 10 S,TRIOLVANCE 20 TABLETS
FIBROLIP CAP. 1*10C,FIBROLIP CAPSULES
DILPRA OD 500MG TAB XXX 10S,DILPRA OD 500 TABLETS
Xplode Syrup. 105ML.,XPLODE SYRUP 150 ML
TEMSAN 80MG 1*15TA,TEMSAN 80 MG TABLETS 10x15T
MIGITUS 10MG TABS,MIGITUS 10 TABLET
ENHEMO-MF TAB 5T,ENHEMO MF TABLET 5x10T
Lasix Inj 10*4ml,LASIX 40 MG/4ML INJECTION
FCMO INJ.750MG 15ML,FCMO  INJECTION 750MG/15ML
FUTADEN 10MG TAB (1X10) 10,FUTADEN TABLET
ELAXIM 40MG VIAL 1S,ELAXIM 40 MG INJ 1 VIAL
METPURE XL 12.5 TABS,METPURE XL 12.5 TABLET
NUCORIL 5MG BOTTLE OF 30 TABLETS,NUCORIL - 5 TABLETS 1X30 T
DYDROFEM TABLET 1X30T 30 T,DYDROFEM TABLET 1X30T
EMLEVO INJ 5 ML 1 VIAL,EMLEVO INJECTION 5ML
EMPERIDE 1 10 S,EMPERIDE TABLET 1 MG
NUCROVIT TAB 1*10,NUCROVIT TABLETS
TAPIC 4.5GM INJ 4.5GM,TAPIC INJECTION 4.5 gm
EMDYDRO TAB 30S-30s,EMDYDRO TABLET 1x30T
VYLDA-M 850 TAB,VYLDA-M 850 TABLETS 1X10 T
Zordil 4 Tab 10S,ZORDIL 4 TABLET
CLEXANE 80MG INJECTI 2*0.8ML,CLEXANE 80MG/0.8ML INJECTION
Proxym ER 200mg Tab 15 S,PROXYM ER 200 TABLETS 15 T
MONAST-LC SYP,MONAST-LC SUSPENSION 30 ML
HOSIT XT CAPSULES 10,HOSIT-XT CAPSULES
LIPIRA F TAB 10,LIPIRA F TABLET
GLIPSOV - M - 20 / 1000 10 S,GLIPSOV-M TABLET 20/1000 10X15T
INFEN PLASTER* 1 S,INFEN PLASTER 1X7
OSTERI INJ 600MCG/2.4MLPEN 1S,OSTERI INJ.600MCG /2.4MLPEN DEVICE
TELSITE 20 MG TAB 15,TELSITE 20 MG TABLET 10x15T
ATOREC TAB 5 MG 10,ATOREC  5 MG TABLET
TELSIT H 40,TELSITE H 40 TABLET 10x10T
SKIZOTUS OD 200 TAB. 10S,SKIZOTUS OD 200 TABLET
OROFER XT-30 TAB 1*30,OROFER XT TABLET 1X30 T
EMCORIL DX SYRUP 1X100ML,EMCORIL DX SYRUP 100 ML
EMSITA GM 50/2/500 TAB 10T 0,EMSITA GM 50/2/500 TABLET 10x10T
GLIPSOV TABLET,GLIPSOV TABLETS
EXHEP PEN 300MG INJ 1X10,EXHEP PEN CARTRIDGE 300MG/3ML
EMGRA TABS 28 S,EMGRA TABLETS
ASOMEX-D TAB 110TA,ASOMEX D TABLET
ASOMEX D 5MG 10T,ASOMEX D 5 TABLET
OROFER-S 10ML INJ 200MG 10ML,OROFER S 200 INJECTION 10 ML
CONSIVAS 5 MG TAB 1X10,CONSIVAS-5 TABLETS
ASOMEX CV TAB 10 S,ASOMEX CV TABLET
TEMSAN LNC 12.5 TA 10,TEMSAN LNC 12.5 TABLET 10x10T
FERIUM INJ 750MG VAIL,FERIUM INJECTION 750MG/15ML
Lasix Tab 15S,LASIX 40 MG TABLET 80x15T
NUCROVIT TAB 1X10,NUCROVIT TABLETS
EMPRI L 25 5 TAB 10S,EMPRI L 25/5MG TABLET 10x10T
ACEGABA 300 CAPS,ACEGABA 300 CAPSULE
ASOMEX-AT-5 TAB 15TAB,ASOMEX AT 5 MG TABLET 1X15T
TELSITE TAB 40 MG 15S,TELSITE 40 MG TABLET 10x15T
POVIZTRA FLXT-0.25MG INJ 1.5 ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
LASIX 40 15,LASIX 40 MG TABLET 80x15T
AMARYL M 1 TAB 20S 20S,AMARYL M 1MG TABLET 8x20T
TEMSAN CT TAB. 10S,TEMSAN CT TABLETS
MEGVAL 50MG INJ VIAL PCS,MEGVAL INJECTION
CARDACE-AM 5/5 TAB CARDACE-AM 5/5 TAB,CARDACE AM 5 TABLET 10x15T
OROFER S INJECT 2.5ml,OROFER S INJECTION 2.5 ML
CALONAT D Tab,CALONAT D TABLET
CARDACE-AM-2.5 MG 15TAB,CARDACE AM 2.5 TABLET 10x15T
ASOMEX LT TAB --,ASOMEX LT 2.5 MG TABLET
FCMO 1K INJ. 20ml,FCMO INJECTION 1k/20ML
IMINORAL 50MG CAP 5,IMINORAL - 50 CAPSULES
CONSIVAS ASP 10*10,CONSIVAS ASP CAPSULES
ACEGABA NT 100 TA 15Tabs,ACEGABA NT 100 TABLET 1x15T
GALOP 10MG 10T STRIP,GALOP 10 MG TABLETS
INSTA ZOSEC TAB 1*10,INSTA ZOSEC TABLETS
ENCICARB INJ 1K VIAL,ENCICARB INJECTION 1K  
AMARYL 1 MG TAB-30s,AMARYL 1MG TABLET 10x30T
ROSUVAS-EZ 10MG 1*10 TAB,ROSUVAS EZ-10 TABLETS
OROFER XT SUSP.150ML 1X150ML,OROFER XT SUSPENSION 150 ML
TARGOCID 200 MG I 1 VIAL,TARGOCID 200 MG/3 ML INJECTION
CELOL MAX CAP 10TAB,CELOL MAX CAPSULES
NUSAR-ATN TABS 10S,NUSAR ATN TABLET
DAPAGZA-M 10/1000 10S,DAPAGZA M10/1000 1X10T
ASOMEX TM 2.5MG TAB 15S 15,ASOMEX - TM TABLETS 1X15T
FERIUM XT  SYP 100ML,FERIUM XT SUSPENSION
FERIUM 100MG CHEWABLE TAB 10S,FERIUM CHEWABLE 100 MG TAB 10X10 T
ZILARBI-CT-12.5 TAB 1X10TA,ZILARBI CT 12.5 TABLETS
IMINORAL-100 MG CAP,IMINORAL - 100 CAPSULES
RAMIPRO 5MG CAP (1X10) 10,RAMIPRO CAPS.5 MG
EMGRAST 300MG PFS Pcs,EMGRAST 300 MCG INJ 1 PFS
XILIA - M 1 TAB 10 S,XILIA - M 1 TABLETS
VYLDA -M1000MG TAB 10 TAB,VYLDA-M 1000 TABLETS 1X10 T
EMDIP 16 TAB 1X10 10,EMDIP-16 TABLETS 10X10 T
CONSIVAS 5MG TAB 10S 10s,CONSIVAS-5 TABLETS
ACEGABA-ME 300 TABS 1X10,ACEGABA ME 300 TABLETS
S NUMLO 5MG TAB 1X15,S-NUMLO 5 MG TABLET 1x15 T
PROXYM-ER 300MG 15T STRIP,PROXYM ER TABLET 1X15T
ATOREC GOLD 10 10 S,ATOREC GOLD 10  10X10 C
IMINORAL-50MG C 5S,IMINORAL SOLUTION 50 ML
VICARE ICREAM 30,VICARE I-CREAM 1x30GM
DAPAGZA M10/500MG TAB 10TAB,DAPAGZA M 10/ 500 1X10T
TEMSAN LN TABLET 15S,TEMSAN LN TABLET 10x15T
BEAT HF 5 TABLETS 1010 T 10,BEAT HF 5 TABLETS 10X10 T
EMLINZ DM Forte 10s,EMLINZ DM FORTE TABLET 10x10T
XILIA 2MG 10S,XILIA - 2 TABLETS
OROFER XT 0(EC24) 0,OROFER XT TABLET
FULL 24 10X10,FULL 24 TABLET
EMSITA 100 110 10.0000 PCS 1.0000 0,EMSITA 100 MG TABLET 1X10T
EMSITA GM 50/1/500 TAB 10,EMSITA GM 50/1/500 TABLET 10x10T
CELOL D3 PLUS TABS 1X15 S,CELOL D3 + TABLETS
FEMZACT CAP 10ST,FEMZACT CAPSULE 3x10C
PANSA 20 TAB 1*10,PANSA  TABLET  20  MG
CONSIVAS-40 TAB 10*10.,CONSIVAS-40 TABLETS
CARDACE H 2.5 MGTAB 15S,CARDACE H 2.5 TABLET 10x15T
EMPROGEST 400MG CAP 10,EMPROGEST-400 CAPSULE
VONAVIR TAB (1X30) 30,VONAVIR 600/200/300 MG TABLET 30s
OROFER S 2.5 ML 2.5 ML,OROFER S INJECTION 2.5 ML
HOSIT CA 15TAB,HOSIT CA TABLET 1x15T
NUSAR-AM TAB.,NUSAR AM TABLET
HOSIT FCM 500GM INJ 10 ML,HOSIT FCM INJECTION 500MG/10ML
EMILDAP S 5/50 MG TAB 10TAB PCS,EMILDAP S 5/50 TABLET 1X 10T
CORDARONE 100 MG TAB. 110,CORDARONE 100 MG TABLET 20x15T
G3N-2.6 1*25,G3N - 2.6 TABLET
GABA HOSIT TABLET,GABA HOSIT TABLET
TEMSAN 80MG 10,TEMSAN 80 MG. TABLETS
TEMSAN 40 TAB 10TAB,TEMSAN 40 MG. TABLETS
COBAFORTE - OD TAB 10S 10,COBAFORTE OD CAPSULES
STABOSE 0.3MG TAB 1*10,STABOSE - 0.3 TABLET
NUMLO-AT 1*10,NUMLO-AT TABLET
IBUSOFT 300 MG 10S,IBUSOFT 300 MG. TABLET
HOSIT XT CAP. 1*10,HOSIT-XT CAPSULES
EXHEP 40INJ . 4ML,EXHEP 40 INJECTION
FULVIRA INJ 2X5 ML PFS 1*1,FULVIRA 250 MG INJ 2X5 ML PFS
HELDICUR CAP 30S(10008867),HELDICUR CAPSULE 30 C
FERIUM XT-Z TAB 1*10,FERIUM XT - Z TABLETS 1X10 T
VYLDA-D 100\10 TAB,VYLDA D100/10 TABLET 1X10T
SPORAZ 100 CAPS 1*4,SPORAZ 100 CAPSULES 3X7 C
TOPERIZONE D TAB,TOPERIZONE D TABLET
TEMSAN H 80 TAB 115,TEMSAN 80 H TABLETS 1X15T
VYLDA -M 1000 1*10T,VYLDA-M 1000 TABLETS 1X10 T
TEMSAN 80 H TAB STRIP OF 15 TAB 15TAB,TEMSAN 80 H TABLETS 1X15T
EMTREO INJ 5G,EMTREO INJECTION 5g/vial -DOMESTIC
VYLDA OD 50 TAB 1*15,VYLDA OD 50 TABLET 1X15T
MYOTOP D TAB,MYOTOP D TABLETS
CARDACE 5MG 10 10S,CARDACE 5 MG TABLET 10x15T
ESLICAR 800 10TAB,ESLICAR  800 TABLETS
NUMLO M 5 10S,NUMLO-M 5 TABLETS 10X10 T
TEMSAN-LNC 6.25 T 10S --,TEMSAN LNC 6.25 TABLET 10x10T
HOSIT-FCM-1K VAIL 1X1000,HOSIT FCM INJECTION 1K
PROXYM ER TAB BIG 15S,PROXYM ER TABLET 1X15T
CARMADA 50 10X10,CARMADA 50 MG TABLET 10x10T
OROFER-XT+ SYP 200ML 1BOTT,OROFER XT + SUSPENSION 200 ML
EMLUZ CREAM 1*20GM,EMLUZ CREAM 20 GM
C-LET 1.0 GM,C - LET 1.0 GM INJECTION
EMILDAP 10 15s,EMILDAP 10 TABLET 1X15T
PROXYM ER 200 TAB. 10S,PROXYM ER 200 TABLETS
DINOR TAB 0 1X15,DINOR TABLET
TELSITE 40 TAB * 15S,TELSITE 40 MG TABLET 10x15T
LACTACYD LOTTION 100ML,LACTACYD  1X100 ML
OROFER-XT DROP. 1X15ML,OROFER XT DROPS
TEMSAN-80 H 15 S,TEMSAN 80 H TABLETS 1X15T
ASOMEX-M-5 TAB 1X10TA,ASOMEX - M 5 TABLETS 10X10 T
EMSITA GM 50/1/500MG TAB 10 TAB,EMSITA GM 50/1/500 TABLET 10x10T
ASOMEX AT 2.5,ASOMEX AT 2.5 MG TABLET
VINGRAF 0.5MG CAP 10S 10,VINGRAF 0.5 CAPSULES
ATOREC 10 TABS 30BTL PK 1X30TAB,ATOREC 10 MG TABLET
ARMOD /150 1*10,ARMOD-150 TABLETS
NUSAR-25 1*10,NUSAR 25 MG TABLET
GALACT 400GM (KESAR ) GRANULES 400GM,GALACT GRANULES 400 GM KESAR
EMANZEN-D TABS 10 T,EMANZEN D TABLET
OZATEX 7.5 TAB 1X10TAB,OZATEX 7.5 TABLET
ASOMEX-TM TAB 1X15,ASOMEX - TM TABLETS 1X15T
EXHEP 40 INJECTION 1,EXHEP 40 INJECTION
GALOP PLUS 10MG TAB 10 T,GALOP PLUS-10 TABLETS
G MET 30 ML SYP 1*30ML,G-MET SUSPENSION
EMLINZ DM TABS. 10 S,EMLINZ DM TABLET 10x10T
OROFER-D3 TAB 10*S,OROFER D3 TABLETS 1X10 T
OSTERI 600MCG/2.4ML INJ. VIAL NOS,OSTERI INJ.600MCG /2.4MLPEN DEVICE
PROCTOSEDYL BD CREAM 20GM (E 20GM,PROCTOSEDYL BD CREAM
EXHEP-60MG . INJ PFS,EXHEP 60 INJECTION
MATERNA HMG 150IU INJ,MATERNA-HMG 150 I.U.
CETAPIN V 0.2 MG TABS 15 s,CETAPIN V 0.2MG TABLET 10x15T
AXENTRI 60S,AXENTRI TABLETS 1X60T
EMANZEN D TAB 10 S,EMANZEN D TABLET
CELOL XT + 10,CELOL XT + TABLETS
ASOMEX 5MG 10TAB Pcs,ASOMEX 5 MG TABLET
FERIUM XT TAB 15 S 15 S,FERIUM XT TABLET 10x15T
CELOL D3 GRANULES SACHET,CELOL - D 3 GRANULES
ORLE-120 CAP ++ 10S,ORLE-120 CAPSULES
TEMSAN AM 5MG TABI*10T,TEMSAN - AM 5 TABLETS
TORPIZA 50MG 10S,TORPIZA 50 TABLET
EMGRAST - 300 MCG 1 VIAL,EMGRAST 300 MCG INJ 1 PFS
SEVCAR 800 TAB NET RATE 1X10,SEVCAR-800 TABLETS
EMILDAP S 10/50 10T,EMILDAP S 10/50 TABLET 1X10T
SYLATE 500MG TAB 10T,SYLATE TABLET 500 MG
ARIPITEX 20MG TAB 10T,ARIPITEX 20 MG TABLET
MATERNA HMG 150 INJ COLD ROOM INJ,MATERNA-HMG 150 I.U.
ASOMAX M 5MG TAB 1*10,ASOMEX - M 5 TABLETS 10X10 T
GLIPSOV M 20/500 TAB 15S,GLIPSOV-M TABLET 20/500 10X15T
ASOMEX TM 5 15TAB.,ASOMEX - TM 5 TABLETS 1X15T
RIVOFONET TABLETS 30,RIVOFONET TABLETS 1X30 T
ELINAL 1MG 10T STRIP,ELINAL 1 MG TABLET
EMSULIDE-P 10T,EMSULIDE P TABLET 10
PREGANZA ME *10T,PREGANZA ME TABLET
DYDROFEM SR 30MG TAB 10S,DYDROFEM SR 30 TABLET 3x10T
CETAPIN XR 1GM TAB 1X20,CETAPIN XR 1000MG TABLET 10x15T
VYLDA P TAB 10S --,VYLDA P TABLET 1x10T
MOMB9 CAP 10S,MOMB9 CAPSULES
MATERNA FSH 75 I.U. 1S,MATERNA-FSH 75 I.U.
EMILDAP M10/100 1X10,EMILDAP M10/1000 1X10T
PAXOTUS- PLUS12.5 MG TABS 1 * 10,PAXOTUS PLUS 12.5 MG CAPSULES
CARDACE METO 5MG (10) 10S 10S,CARDACE METO 5 TABLET 10x10T
INDUZ CAPSULE 5,INDUZ CAPSULES
ASOMEX LT TAB 10TAB PCS,ASOMEX LT 2.5 MG TABLET
TREDICAL FT TAB,TREDICAL FT 10X10
VYLDA OD-100 15TAB,VYLDA OD 100 TABLETS
CLEXANE 60 MG INJ (2S) 1*1INJ,CLEXANE 60MG/0.6ML INJECTION
TARGOCID 400 MG IN1 X2ML,TARGOCID 400 MG INJECTION
ASOMEX 5MG TAB. 10  S,ASOMEX 5 MG TABLET
VINGRAF 0.25MG TAB 10  S,VINGRAF 0.25 MG CAPSULE
HOSIT FCM 1K INJ 1 PC,HOSIT FCM INJECTION 1K
S NUMLO 5MG TAB 1*15,S-NUMLO 5 MG TABLET 1x15 T
BPTITE 5 10 S,BPTITE - 5 TABLETS 10X3X10 T
TARGOCID 400MG INJ VIAL,TARGOCID 400 MG INJECTION
FULL-24 Tabs,FULL 24 TABLET
SCAVISTA 3A SUSP. 10 ML,SCAVISTA-3 A SUSPENSION 10 ML
STABOSE-M 0.2 10S,STABOSE M - 0.2 TABLETS
XILIA-1 TAB 10S,XILIA - 1 TABLETS
METPURE-H 25MG TAB. 10S,METPURE H TABLET
CARDACE H 5MG TAB 0,CARDACE H 5 TABLET 10x15T
SYLATE T 500 TABHOSIT 10TAB.,SYLATE T 500 TABLET
Asomex 2.5 Tab.,ASOMEX 2.5 MG TABLET
EMSULIDE P TAB 110,EMSULIDE P TABLET 10
CARDACE H 10MG TABS. 10s,CARDACE H 10 TABLET 10x15T
OROFER FCM INJ 500MG/10,OROFER FCM  INJECTION 500MG/10ML
TEMSAN-80 TAB,TEMSAN 80 MG. TABLETS
RIFACLEAN 550 MG TAB 10s,RIFACLEAN  550 TABLET
PIOGLU-30 1*10,PIOGLU-30
N EMANZEN DP TABLET 10 T,EMANZEN DP TABLET
ANTIPLAR PLUS CAP,ANTIPLAR PLUS CAPSULES
DILPRA OD 250TAB 10TAB,DILPRA OD 250 TABLETS
AQUAOAT MOISTURIZING LOTION 100ML 100,AQUAOAT MOISTURIZING LOTION 100ML
NATRIEM - 30 MG TABS 10S,NATRIEM 30 TABLET
EPITRIL .5MG 10S,EPITRIL 0.5 MG TABLET
OLMEGARD H TAB 10 TAB,OLMEGARD H TABLET
Emlinz M 500 Tab 10s,EMLINZ M 500 TABLET 1x10T
OROFER-XT TAB (15 1*15TAB,OROFER XT TABLET 1x15T
EMPRI 25MG TABLET 10x10T,EMPRI 25MG TABLET 10x10T
PROXYM XT TABS 1X10,PROXYM-XT TABLETS
VYSOV 50 MG TAB 14 T,VYSOV 50 MG TABLETS
Dapagza L10/5 10S,DAPAGZA L 10/5 TABLET 10x10T
METPURE XL 25 TAB 10 CM,METPURE XL 25 TABLET
Nusar Am 5 Tab,NUSAR AM 5 MG TABLET
ATOREC 5 MG TABLET,ATOREC  5 MG TABLET
VINGRAF 0.25 MG CA 1*10 STP,VINGRAF 0.25 MG CAPSULE
ATOREC F 10/160MG 10TAB,ATOREC F 10/160 MG TABLET 10X10
CELOL  TAB 10S,CELOL CAPSULES
FERIUM 1GM 20ML INJ-H VIAL,FERIUM INJECTION 1K (1GM/20ML)
TEMSAN-AM TAB 10x15,TEMSAN - AM TABLETS 1X15T
ZEMCIFER XT DROP 1PIC,ZEMCIFER - XT DROPS 15 ML
NUMLO TM 2.5 TABS 10S,NUMLO-TM TABLETS
CLEXANE INJ 20 MG 2S,CLEXANE 20MG/0.2ML INJECTION
FULVIRA INJECTION 2X5 ML PFS,FULVIRA 250 MG INJ 2X5 ML PFS
EOPTAL 300 10TA,EOPTAL 300 TABLETS 10X10 T
AQUAOAT BATHING BAR 75 gm( 75 gm,AQUA OAT BATHING BAR 75 GM
CALONAT D3 TABS 15 S,CALONAT - D 3 TABLETS
NUACE 30TAB,NUACE TABLETS 1x30 T
C-LET 500 MG INJ --,C - LET 500 MG INJECTION
ROSUVAS EZ-10 10TAB,ROSUVAS EZ-10 TABLETS
VINTOR 2000-PFS 1X VAIL,VINTOR 2000 IU INJ 1 PFS
EMPRI M12.5/1000MG 10*10,EMPRI M 12.5/1000MG TABLET 10x10T
OROFER Capsules * 10S,OROFER CAPSULES
FERRI 100 AMP 1 AMP,FERRI-100 INJECTION
EMILDAP GM 10/1/1000 TABLET 10 S,EMILDAP GM 10/1/1000 TABLET 10x10T
POVIZTRA FLXT 2.4MG IN 3ML*1,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
ATOREC-F TABLETS 10S,ATOREC F 10/160 MG TABLET 10X10
AMAZIL-5 TABS. 1*10,AMAZIL 5 TABLETS
PLAVIX 75 MG TAB 14TAB PCS,PLAVIX 75 MG TABLET 10x14T
AMARYL 2 130,AMARYL 2MG TABLET 15x30T
DEXPURE-D 10C,DEXPURE-D CAPSULES
OROFER XT TOTAL (10 TAB),OROFER XT TOTAL TABLET
NORMET R 30 SACH. 1*3GM,NORMET R 30 SACHET
TEMSAN- AM 5 TAB 1X10,TEMSAN - AM 5 TABLETS
XILIA 1MG TABS 10S,XILIA - 1 TABLETS
CEASTRA XL 200 MG CAP 7S,CEASTRA XL-200 CAPSULES
CARDACE 5 MG TAB 1 15,CARDACE 5 MG TABLET 10x15T
EMANZEN 5 10s,EMANZEN TABLET 5 MG
TEMSAN H 80 15TA,TEMSAN 80 H TABLETS 1X15T
CARDACE H5MG 15 S,CARDACE H 5 TABLET 10x15T
CARDACE 10 MG TABS 15 S,CARDACE 10 MG TABLET 10x15T
TELSITE AMH40MG 10S 10,TELSITE AMH 40 TABLET
S NUMLO 5 1X15 20x15,S-NUMLO 5 MG TABLET 1x15 T
VINTOR 2000 Pfs PFS,VINTOR 2000 IU INJ 1 PFS
CARDACE AM 5MG (3x10S),CARDACE AM 5 TABLET 10x15T
POVIZTRA FLXT.0.25ML.1.5M,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
XILIA-1 TAB 10S 10S,XILIA - 1 TABLETS
MAXTRA HS ORAL DROPS 15ML,MAXTRA ORAL DROPS
CORDARONE 100 TABS 15S,CORDARONE 100 MG TABLET 20x15T
Amaryl M1 Tab,AMARYL M 1MG TABLET 8x20T
ENCICARB 500MG/10ML VIAL,ENCICARB INJECTION 500MG/10ML
NUMLO D 5MG TAB 3S,NUMLO-D 5 TABLET
VINGRAF-2MG CAP 1*10,VINGRAF 2 MG CAPSULE 6X10
PAUSE 1000MG INJ. 5ML,PAUSE 1000 MG INJECTION
ACEGABA NT 400MG TAB 10 S,ACEGABA-NT 400 TABLET 1x15T
TRIOPTAL 300MG TAB,TRIOPTAL 300 TABLET
MOFILET 500 MG 10S,MOFILET 500 MG TABLET
Q- TAX CV TAB 1*10,Q - TAX CV TABLETS
ABEC 300 MG TAB,A BEC 300 MG TABLET 30s
TEMSAN TRIO 40 --,TEMSAN TRIO 40 TABLET 1X10T
ASOMEX AT5 TAB 15S 15s,ASOMEX AT 5 MG TABLET 1X15T
XILIA TRIO 2 10S --,XILIA TRIO - 2 TABLETS
FLAWLIZO 0.25% 20GM,FLAWLIZO 0.025% CREAM 20GM
GLYREP XL1000 TAB 10,GLYREP XL 1000 TABLET
EMSITA TRIO FORTE 10 TAB,EMSITA TRIO FORTE TABLET 1x10T
CLAMOB 1.2GM INJ VIAL,CLAMOB IV 1.2GM
ENCICARB 750MG 1 VIAL,ENCICARB INJECTION 750MG/15ML
GLIPSOV TAB 10X10 T,GLIPSOV TABLETS
TEMSAN 40 mg TAB. 10s,TEMSAN 40 MG. TABLETS
PROXYM-XT TAB 1,PROXYM-XT TABLETS
GALOP-10 MG TAB 10 S,GALOP 10 MG TABLETS
ASOMEX R 110,ASOMEX R TABLET
CARDACE H 10MG 1X10TAB,CARDACE H 10 TABLET 10x15T
CARDACE AM 2.5/5 MG 10TAB,CARDACE AM 2.5 TABLET 10x15T
CALONAT D3TAB 15S --,CALONAT - D 3 TABLETS
CELOL TAB 10TAB,CELOL CAPSULES
EMANZEN - 5 MG 10,EMANZEN TABLET 5 MG
AMARYL-MV-2 TAB 1X15,AMARYL MV 2MG TABLET 10x15T
AMARYL M FORTE 1MG 1X15 PCS,AMARYL M FORTE 1MG TABLET 10x15T
CUTIECTO CREAM 30GM 1*30GM,CUTIECTO CREAM 30 GM
EMILDAP TRIO TAB 10TAB.,EMILDAP TRIO TABLET 1x10T
OSTERI INJ.600MCG ( 2.5ML,OSTERI INJ.600MCG /2.4MLPEN DEVICE
STROCOZ 2ML 1*2ml,STROCOZ-2 INJECTION
PAUSE TAB,PAUSE 250 MG TABLET
ANTIPLAR PLUS CAP.,ANTIPLAR PLUS CAPSULES
CEASTRA XL 200MG CAP 7 S,CEASTRA XL-200 CAPSULES
SYLATE INJ. 1,SYLATE INJECTION 2 ML
SKIZOTUS OD 300 TA 10TAB,SKIZOTUS OD 300 TABLET
Asomet Xl 5 Tab 10S,ASOMET XL TABLET 5 MG
CARDACE 5.0 MG 10S,CARDACE 5 MG TABLET 10x15T
BACTILAM 250MG. TAB 6S,BACTILAM  250 TABLETS
LACTACYD LOTION 1s,LACTACYD  1X100 ML
EMPROGEST SR 300 TAB 110S,EMPROGEST SR 300 TABLET
TEMSAN BS 40/2.5 10 S,TEMSAN BS 2.5/40 TABLET 10x10T
PRASUMAX 5 10S 10X10,PRASUMAX-5 TABS 1X10 T
CARDACE AM 2.5/ 5MG TAB,CARDACE AM 2.5 TABLET 10x15T
GLUCOFREE BAR ALOO CHAT 40 G,GLUCOFREE BAR ALOO CHAT FLAV.40GM
ANTIPLAR PLUS TAB 10S 3X10,ANTIPLAR PLUS CAPSULES
PLAVIX TAB 75,PLAVIX 75 MG TABLET 10x14T
VIRO 4 KIT 6T KIT,VIRO 4 5X6 KIT
VALPOTEX CR 300 TAB 1*10,VALPOTEX CR 300 TABLET
ACEGABA ME 300 TAB 1X10STRI,ACEGABA ME 300 TABLETS
EPITRIL 0.5MG 10,EPITRIL 0.5 MG TABLET
HOSIT CA TABLET 15T,HOSIT CA TABLET 1x15T
ELAXIM 40MG INJ. VIAL.,ELAXIM 40 MG INJ 1 VIAL
EMLEVO 500 TAB 10TAB,EMLEVO 500 TABLET
DENLAFAX-50 TAB 10,DENLAFAX-50 TABLETS
GLIPSOV M 20/500 1*15,GLIPSOV-M TABLET 20/500 10X15T
HOSIT TAB 10S NA,HOSIT TABLET
TARGOCID 200MG/3ML INJ 1,TARGOCID 200 MG/3 ML INJECTION
ESGABA 150 10CAP,ESGABA 150 CAPSULES
ZORDIL 2 TAB 110,ZORDIL 2 TABLET
RAPITON INJ,RAPITOIN INJECTION 150MG
NUMLO-AT TAB 1X15 TAB 15S,NUMLO-AT TABLET 1X15 T
ASOMEX-TM TAB 15 T,ASOMEX - TM TABLETS 1X15T
NUMLO TMH 110,NUMLO TMH TABLET 10x10T
CLEXANE 80MG 1S,CLEXANE 80MG/0.8ML INJECTION
CELOL XT  TAB 1X10,CELOL XT CAPSULES
EPITRIL-BETA-.5 MG TAB --,EPITRIL BETA 0.5 TABLETS
EXAFIB 20 MG TAB 110,EXAFIB 20 TABLETS
BESTFORM-M-TAB. 10T,BESTFORM M TABLET 1x10T
EXDUO 200MG TAB 10 TAB,EXDUO 200 TABLET 10 T
CARDACE AM 10.0 15,CARDACE AM 10 TABLET 10x15T
CELOL D3 + 15 S,CELOL D3 + TABLETS
EXDUO 100 10S.,EXDUO 100 TABLET 1x10T
BEVAREST 100 INJ VIAL,BEVAREST 100 INJECTION
EMSITA M50/500MG 10S,EMSITA M 50/500 1X10T
ANTIPLAR TAB 10*10,ANTIPLAR TABLETS
BIC EMTAF TABLET 30 1,BIC EMTAF TABLET
ASOMEX 2.5 TAB. 15 S,ASOMEX 2.5 MG TABLET 1X15T
RAMIPRO CAPS5MG 10S,RAMIPRO CAPS.5 MG
PREGANZA 50 MG 10,PREGANZA 50  CAPSULES
TEMSAN CT 10-TABLETS,TEMSAN CT TABLETS
LORNIT TAB 10 TAB,LORNIT  500  MG TABLETS
ACEGABA-ME 300 1X10,ACEGABA ME 300 TABLETS
AMARYL M 1 TAB 20s,AMARYL M 1MG TABLET 8x20T
BACTILEM-AX 6S 6S --,BACTILEM AX TABLET
ATOREC TAB 5 MG 10S,ATOREC  5 MG TABLET
ZILARBI-40 TAB,ZILARBI 40 TABLET
ATOREC GOLD 20MG 10-S,ATOREC GOLD 20  10X10 C
EPITRIL 1 MG 1*10,EPITRIL 1 MG TABLET
EMC002 PAUSE-MF TABS 1*10S,PAUSE MF TABLET
EMSITA 50MG TAB 1*10S,EMSITA 50 MG TABLET 1X10T
POVIZTRA 2.4MG PLXT 1PC,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
OBECURE 2.5CAP,OBECURE 2.5 CAPSULES
AMARYL MV 1 MG 15S 1*15tab.,AMARYL MV 1MG TABLET 10x15T
OLMEGARD CT TAB 1 X 10,OLMEGARD CT TABLET
ATOREC GOLD 20MG 10C STRIP,ATOREC GOLD 20  10X10 C
GALACT CAP --,GALACT CAPSULES 1x30C
EMSULIDE-P TAB 1X10TAB. 1X10TAB,EMSULIDE P TABLET 10
ABIRACURE 500MG TAB 60 TAB,ABIRACURE 500 TABLETS
MOVEBILE 300MG TAB 1*10,MOVEBILE  300 TABLETS
