PRODUCT_NAME,MATERIAL DESCRIPTION
Lactacyd Lotion 100ml,LACTACYD  1X100 ML
HOSIT D3 TABS. 10 S.,HOSIT D3 TABLET
VICARE-I-CREAM 30GM PCS,VICARE I-CREAM 1x30GM
PROXYM -XT TAB 15s,PROXYM XT TABLET 1X15T
ASOMEX D 2.5,ASOMEX D TABLET
BENFOSULES CAP(E 10S,BENFOSULES CAPSULES
GALACT GRL. 400 GM,GALACT GRANULES 400GM ELAICHI
ACEGABA - NT 200 TAB 15S,ACEGABA NT 200 TABLET 1x15T
TUMSUP DROP 1*10TAB,TUMSUP DROPS 30 ML
VICARE I 30 GM CREAM 1S,VICARE I-CREAM 1x30GM
EMPRI 25 TAB 10TAB,EMPRI 25MG TABLET 10x10T
EMSILAC 50 TAB 10-S,EMSILAC 50 TABLET
EMLUZ CREAM 10GM 10 GM(EM 10 GM,EMLUZ CREAM 10 GM
NUMLO TM5 TAB 10S,NUMLO-TM 5 TABLETS
NUTIN 12.5 14S,NUTIN TABLET 12.5 MG
ZILARBI 80TAB 10S.,ZILARBI 80 TABLET
ENHEMO 500 TAB. 10 S,ENHEMO 500 TABLET 10x10T
VINGRAF 0.5 MG CAP 10 CAP,VINGRAF 0.5 CAPSULES
RTCARB INJ,RTCARB INJ 100 mcg/ml
CELOL XT CAP 110,CELOL XT CAPSULES
GALOP 20 MG TABLETS 10S,GALOP 20 MG TABLETS
EFCURE -600 TAB 30S,EFCURE 600 MG TABLET 30s
ATOREC CV 20 CAP,ATOREC CV 20 CAPSULES
CONSIVAS 40MG TAB. 10S,CONSIVAS-40 TABLETS
SEMI DAONIL TABLETS 10S,SEMI DAONIL TABLETS
DABITRA 110 CAP 10S 3X10,DABITRA 110 CAPSULES
ASOMEX LT TAB 15s,ASOMEX LT TABLET 1X15T
FERIUM XT Z 1*10,FERIUM XT - Z TABLETS 1X10 T
EMDYDRO TAB 10S 10S,EMDYDRO TABLET 1X10T
STROCOZ-2 INJ 1INJ,STROCOZ-2 INJECTION
PLAVIX TABS 14S,PLAVIX 75 MG TABLET 10x14T
AQUA OAT MOIS CREAM 100GM 100GM,AQUAOAT MOISTURIZING CREAM 100 GM
ACEGABA-100 CAPSULE 15,ACEGABA 100 CAPSULE 1 X 15 C
CARDACE 2.515TAB,CARDACE 2.5 MG TABLET 10x15T
INFEN MR TAB 10T,INFEN MR TABLETS
CONSIVAS- 40 TAB 10S,CONSIVAS-40 TABLETS
CARDACE PROTECT 5/10MG TAB 10 TAB,CARDACE PROTECT 5 TABLET 10x10T
EM DYDRO-SR 30MG TAB 10S 1*10,EMDYDRO SR 30 TABLET 3x10T
FERIUM INJ 1GM 1K 20ML,FERIUM INJECTION 1K (1GM/20ML)
DAPAGZA M 10/500MG TAB 10 S,DAPAGZA M 10/ 500 1X10T
ACEGABA 100 CAP 10X15,ACEGABA 100 CAPSULE 1 X 15 C
MATERNA HCG 10000 IU H 1VIAL Pcs,MATERNA-HCG 10000 IU HP
ARMOD 150MG TAB 10S,ARMOD-150 TABLETS
XILIA 1MG TABLET,XILIA - 1 TABLETS
STROCOZ 500 TAB 1 * 10 TAB,STROCOZ 500 TABLETS
EMLEVO 750 MG 1 *10,EMLEVO 750 TABLET
CARDACE PROTECT 5MG 10S,CARDACE PROTECT 5 TABLET 10x10T
PROCTOSEDYL BD CRH *20GM,PROCTOSEDYL BD CREAM
ROSUVAS EZ 40MG STRIP OF 10 TABLETS,ROSUVAS EZ 40 TABLET 1x10T
EMILDAP TRIO TABLET 1x10T 3X10 T,EMILDAP TRIO TABLET 1x10T
A-BEC L TAB,A-BEC L TABLETS
BLAXTIN 20MG TAB 10Tabs,BLAXTIN 20 MG TABLET 10T
EMILDAP GM 10/1/1000 T 1*10,EMILDAP GM 10/1/1000 TABLET 10x10T
CORDARONE 200MG 15 S,CORDARONE X 200 MG TABLET 10x15T
ZOSECTA IV 20 MG 1 VIAL,ZOSECTA IV 20Mg.
EPITRIL 0.5 MG 10S,EPITRIL 0.5 MG TABLET
ATOREC 40 TAB. 10S 10S,ATOREC 40 MG TABLET
Ferium Xt Tab. 15,FERIUM XT TABLET 10x15T
ENHEMO 500MG INJ 5ML 5 Ml,ENHEMO 500 INJECTION 5x5ML
INFEN-PLASTER NOS,INFEN PLASTER 1X7
POVIZTRA 1 MG 3ML,POVIZTRA FLXT 1MG 3ML 1PC COPACK
TAVIN TAB 1*30T,TAVIN TABLET
RUPARIB 300,RUPARIB 300 TABLET 1X60T
ENHEMO 500 10 S,ENHEMO 500 TABLET 10x10T
VYLDA DM 100/10/500MG TAB 10S,VYLDA DM 100/10/500 TABLET 1x10T
METPURE XL 25 MG 1X10,METPURE XL 25 TABLET
DILPRA-OD 750 TAB 110,DILPRA OD 750 TABLETS
GLIPSOV- 20 MG TAB 15 S,GLIPSOV TABLETS 10X15T
S-NUMLO 5 TAB TP N,S-NUMLO 5 MG TABLET
TEMSAN 80 H TAB 80 MG,TEMSAN  80 H TABLETS
MOFILETS 180 MG TAB 10S,MOFILET S 180 TABLET
EMC0000 LOMOH 40,LOMOH 40 MG INJECTION
OROFER 1 K FCM INJ 1 vail,OROFER FCM  INJECTION 1K
EMSITA-TRIO TAB 1*10S,EMSITA TRIO TABLET 1x10T
SYLATE AMP. 1X2ML,SYLATE INJECTION 2 ML
XPLODE POWDER 1X200GM,XPLODE POWDER 200 GM
PAXOTUS PLUS-12.5MG 1X10,PAXOTUS PLUS 12.5 MG CAPSULES
GAZIN M TAB. 10S,GAZIN M TABLET
LOMOH 60MG INJECTION --,LOMOH 60 MG INJECTION
PROXYM TH8 TAB 10S 10 S,PROXYM TH8 TABLET 1x10T
LOMOH 40MG PFS,LOMOH 40 MG INJECTION
VYLDA DM10/500 1*10,VYLDA DM 100/10/500 TABLET 1x10T
ASOMEX LT 110,ASOMEX LT 2.5 MG TABLET
VYLDA DM 10/1000 1X10,VYLDA DM 100/10/1000 TABLET 1x10T
HOSIT D3 10X10T,HOSIT D3 TABLET
ARMOD-150 TAB,ARMOD-150 TABLETS
A-BEC TAB 60S 60S,A-BEC TABLET 60T
HOSIT-L TABLET,HOSIT L TABLET
ATOREC-20 D3 TAB 10 S,ATOREC - 20 D 3 TABLETS
OROFER XT TOTAL TABS 10TAB,OROFER XT TOTAL TABLET
BESTFORM M TAB 10 TAI,BESTFORM M TABLET 1x10T
ACEGABA NT 100,ACEGABA NT 100 TABLET 1x15T
BESTFORM M TAB. 1 STRIP,BESTFORM M TABLET 1x10T
CARDACE H 5MG TAB,CARDACE H 5 TABLET 10x15T
CETAPIN XR 500 MG 10 tab,CETAPIN XR 500MG TABLET 11x20T
EMPRI - M - 12.5/1000 MG 110,EMPRI M 12.5/1000MG TABLET 10x10T
POVIZTRA 0.5MG FLEXPEN 1.5ML,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
TEMSAN-BS 40/5MG TAB 10S,TEMSAN BS 5/40 TABLET 10x10T
OROFER S 50 INJ 2.5ML 1*2.5ML,OROFER S INJECTION 2.5 ML
POVIZTRA FLXT 0.5MG(NON RETURNABLE) 1.5Ml,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
VITALEM CAP. 10CAP,VITALEM CAPSULES
GALACT LACTATION GRANULES 200GM (CHOCOLATE FLAVOUR) 200GM,GALACT GRANULES CHOCOLATE
CARDACE-H 2.5 TAB 1015,CARDACE H 2.5 TABLET 10x15T
ACEGABA-300 TABS,ACEGABA 300 CAPSULE
OSTERI INJ 600MCG 1,OSTERI INJ.600MCG /2.4MLPEN DEVICE
AMARYL M 1 TAB 20 S 20S,AMARYL M 1MG TABLET 8x20T
EMLUZ CREAM 20GM 20gm,EMLUZ CREAM 20 GM
COLIST INJ 1 VIAL,COLIST INJECTION
EMTOFA-XR-11MG-TAB 1X10TAB,EMTOFA XR 11MG TABLET 1x10T
FERIUM XT BOTTLE OF 15ML ORAL DROPS,FERIUM XT DROPS 15 ML
DYDROFEM TABLETS 1X30TAB,DYDROFEM TABLET 1X30T
POVIZTRA FLXT 0.5 INJ 1.5ML,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
ACEGABA -NT- 100 TAB 10 TABS,ACEGABA NT 100 TABLET 1x15T
CARDACE AM 2.5/5 1*15,CARDACE AM 2.5 TABLET 10x15T
AQUA OAT BATHING BAR 75GM 1,AQUA OAT BATHING BAR 75 GM
EMLINZ DM FORTE 1*10,EMLINZ DM FORTE TABLET 10x10T
AQUAOAT CREAM 100GM --,AQUAOAT MOISTURIZING CREAM 100 GM
HOSIT-PLUS CAP 10CAP,HOSIT PLUS CAPSULES
Pause 1000mg Tab 10s,PAUSE 1000 TABLETS 10x10T
PROXYM ER 300 MG TAB 10TAB,PROXYM ER  TABLETS
AQUAOAT MOISTU 250M,AQUAOAT MOISTURIZING LOTION 250ML
FERIUM-XT SYP 1*150ML,FERIUM XT SUSPENSION
TEMSAN-H tab. 15 S,TEMSAN H TABLETS 1X15 T
EMLEVO 250 TABL 10TAB,EMLEVO 250 TABLET
PAUSE 1000MG TABLETS 10S,PAUSE 1000 TABLETS 10x10T
ASOMEX LT 5 MG TAB 10S,ASOMEX LT 5 MG TABLET
CARDACE PROTECT 5 1*10TAB,CARDACE PROTECT 5 TABLET 10x10T
PAXOTUS 12.5 MG 10S,PAXOTUS 12.5 MG TABLET
STROCOZ 2 INJ --,STROCOZ-2 INJECTION
TEPAPRO 15MG INJ VIAL,TEPAPRO INJECTION
BENFOSULES CAP 10 cap,BENFOSULES CAPSULES
EMPRI M 12.5/500MG TABLET 10T,EMPRI M 12.5/500 MG TABLET 10x10T
VINTOR INJ 4000IU PFS,VINTOR 4000 IU INJ 1 PFS
LASIX TAB. 15 TAB,LASIX 40 MG TABLET 80x15T
TEMSAN H-80 1*15,TEMSAN 80 H TABLETS 1X15T
CELOL-D3  TAB 15S,CELOL - D 3 CAPSULES
EMANZEN-DP 10T,EMANZEN DP TABLET
INFEN-P TABS 1X10 1X10,INFEN P TABLETS
ATOREC-ASP 10 PCS,ATOREC ASP CAPSULES
SCASIS 150MG TAB 1*1,SCASIS 150 MG TABLET
DYDROFEM SR 30MG TAB 10-S,DYDROFEM SR 30 TABLET 3x10T
METPURE XL 12.5MG 10S 10 S,METPURE XL 12.5 TABLET
PROCTOSEDYL CREAM BD 20GM,PROCTOSEDYL BD CREAM
ASOMEX D 5 15 TAB,ASOMEX D 5 TABLET 1x15T
EMILDAP S 10/100 TAB. 10 TAB,EMILDAP S 10/100 TABLET 1X10T
ATOREC 10MG TAB (EMCURE) 10S,ATOREC 10 MG TABLET
NUMLO-D 10 *15,NUMLO-D TABLET 1X15 T
ATOREC GOLD 20MG TAB 10,ATOREC GOLD 20  10X10 C
EMANZEN DP TAB TAB,EMANZEN DP TABLET
EMDIP T 80,EMDIP T80 TABLET
CORDORONE 3ml 3ml,CORDARONE 150 MG/3ML INJECTION
GALACT ELAICHI POW 400GM,GALACT GRANULES 400GM ELAICHI
STROCOZ-2 INJ. VIOL,STROCOZ-2 INJECTION
PREGANZA D 50/20 CAP.,PREGANZA D 50/20 CAPSULE 1x10C
ASOMEX 1.25MG 15T,ASOMEX 1.25 TABLETS 1X15T
BESTFORM M 1X10TAB --,BESTFORM M TABLET 1x10T
LACTACYD SUSP. 100ML,LACTACYD  1X100 ML
TICAPLAT 60 10 TAB,TICAPLAT 60 TABLET
STABOSE M 0.2MG TAB 10S,STABOSE M - 0.2 TABLETS
GAZIN 80 TAB 10S 10 S,GAZIN 80 TABLET
CALCIEM DHA CAPS 15s,CALCIEM DHA CAPSULES
EPOFER 10000 INJ. PFS PFS --,EPOFER 10 000 - PFS
TELSITE AMH TAB 10T,TELSITE AMH 40 TABLET
ASONEX- TM TAD,ASOMEX - TM TABLETS
PREGANZA ME TABLET 10TAB,PREGANZA ME TABLET
CONSIVAS GOLD 20 CAP 1 X10,CONSIVAS GOLD 20 CAPSULES 10X10C
TELSITE H 40 TAB 15 S,TELSITE H 40 TABLET 10x10T
CLEXANE 20MG,CLEXANE 20MG/0.2ML INJECTION
IRBEZ TAB 10 TAB,IRBEZ TABLETS
SKIZOTUS-50 10S,SKIZOTUS - 50 TABLETS
MATERNA-CC TAB 5TAB,MATERNA-CC TABLETS
PAUSE 1000 MG TAB 10,PAUSE 1000 TABLETS 10x10T
TEMSAN-LN-TAB,TEMSAN LN TABLET 10x15T
EMILDAP 10 15TAB,EMILDAP 10 TABLET 1X15T
SANOXABAN 2.5MG,SANOXABAN 2.5 MG TABLET 10x10T
CELOL XT 10 S,CELOL XT CAPSULES
VINGRAF 0.25MG TAB 10 S,VINGRAF 0.25 MG CAPSULE
GAZIN M TAB 10 s,GAZIN M TABLET
ROSUVAS EZ 10 MG TABS 10 S,ROSUVAS EZ-10 TABLETS
AQUAOAT MOIST LOTION 100 M 100 ML.,AQUAOAT MOISTURIZING LOTION 100ML
EPITRIL 1MG 10TAB.,EPITRIL 1 MG TABLET
AGRABAN INFUSION 1*1,AGRABAN INFUSION 5 MG / 100 ML
TRIOPTAL 150MG 10 TAB,TRIOPTAL 150 TABLET
CARDACE 5MG 15T 1*15TAB,CARDACE 5 MG TABLET 10x15T
TOPERIZONE -150 TAB 1 X10,TOPERIZONE - 150 TABLETS
PROCTOSEDYL BD CR 20GR Pcs,PROCTOSEDYL BD CREAM
ATOREC-20 D 3 TABL 10S,ATOREC - 20 D 3 TABLETS
EMANZEN 5MG TABS 1 * 10,EMANZEN TABLET 5 MG
TEMSAN 80 1X10,TEMSAN 80 MG. TABLETS
EMANZEN DP TABS 10 NOS,EMANZEN DP TABLET
TAXOTERE 20 MG INJ 1,TAXOTERE 20 MG/1ML INJECTION
TAMSAN LNC-12.5 TA 1X10 PCS,TEMSAN LNC 12.5 TABLET 10x10T
PANPURE TAB-10s,PANPURE TABLET
METPURE AM 2.5 TAB* 1*10,METPURE AM 2.5 TABLETS
OROFER D3 TAB 1X10T,OROFER D3 TABLETS 1X10 T
ASOMEX AT 2.5 MG TAB 1 S,ASOMEX AT 2.5 MG TABLET
METPURE H TAB 1*10*,METPURE H TABLET
ZOMITAC TAB 10 S 10 S,ZOMITAC TABLET 10
DAPAGZA 10 TAB 1 X10,DAPAGZA 10 TABLET 1X15T
CONSIVAS 40 MG TAB 10 TAB,CONSIVAS-40 TABLETS
LIPIRA-5 TAB 10S,LIPIRA 5 TABLET
SKIZOTUS -OD- 100 TAB 10 TABS,SKIZOTUS OD 100 TABLET
TEMSAN 80MG TABS 15 NOS,TEMSAN 80 MG TABLETS 10x15T
ARMOD-150 1*4,ARMOD-150 TABLETS
RAMIPRO 5MG 1*10,RAMIPRO CAPS.5 MG
ROSUVAS EZ-10,ROSUVAS EZ-10 TABLETS
NORMET R 30 SACH. 1*3GM,NORMET R 30 SACHET
EMANZEN TBR DS TABLET 10TAB,EMANZEN TBR-DS TABLETS 1X10 T
EOPTAL 150 TAB 110,EOPTAL 150 MG TABLET 10X10
CONSIVAS CV 20 CAPSULE 10S,CONSIVAS CV 20 CAPSULE 10x10C
EMANZEN-N TAB,EMANZEN N CAPSULES 10
SEVCAR 800 TAB 10S,SEVCAR-800 TABLETS
FCMO INJ 750/15ML 1 VAIL,FCMO  INJECTION 750MG/15ML
Nusar 25mg 10tab,NUSAR 25 MG TABLET
EMRID TAB,EMRID TABLET
AMARYL M 1MG TABLET 8*20T,AMARYL M 1MG TABLET 8x20T
ZILARBI 40 10TABS,ZILARBI 40 TABLET
VIZATEX 40 TAB 10S,VIZATEX 40 TABLET
SEMI DAONIL TABLET 1X10,SEMI DAONIL TABLETS
PANPURE DSR 10C,PANPURE DSR CAPSULES
BENFOSULES CAP 1X10,BENFOSULES CAPSULES
EMDIP T 40MG TAB 10 T,EMDIP T40 TABLET
TEMSAN H 80 10TAB,TEMSAN  80 H TABLETS
VELDIX-SR TAB 10T,VELDIX SR TABLETS
EPITRIL -0.25 MG TAB 1 * 10,EPITRIL 0.25 MG TABLET
EMLINZ-10MG TAB 1X10TA,EMLINZ 5 TABLET 1x10T
FERIUM XT (+) SUSPENSI 200 ML,FERIUM XT + SUSPENSION 200 ML
CEASTRA XL 100 CAP. 7S,CEASTRA XL-100 CAPSULES
SANOXABAN 5 TAB 10S,SANOXABAN 5 MG TABLET 10x10T
NEYTA TABLET 1X10,NEYTA TABLETS
Canzorb Pow 100g,CANZORB POWDER 100 GM
NUCARNIT F TABS 10 NOS,NUCARNIT-F TABLET
CONSIVAS CV 20 CAP 10 CAI,CONSIVAS CV 20 CAPSULE 10x10C
TEMSAN H TAB.,TEMSAN H TABLETS
EMSITA 50 TAB. 10S,EMSITA 50 MG TABLET 1X10T
CORTIMAX SYP 30ML,CORTIMAX SUSPENSION
PAXOTUS 25MG TAB 10S,PAXOTUS 25 MG TABLET
FERIUM XT SUS. 200 ML,FERIUM XT + SUSPENSION 200 ML
CARDACE AM 10MG TABS 10TAB,CARDACE AM 10 TABLET 10x15T
SEVCAR 400 MG TAB 10 TAB,SEVCAR-400 TABLETS
CELOL-D3 plus TABLET. 15 S,CELOL D3 + TABLETS
EMCOLZ 0.25 MG TAB 110,EMCLOZ 0.25MG TABLET
NEUAL 5 TAB. 10S,NEUAL-5 TABLETS
EMILDAP 10MG TAB 15 S 1*15,EMILDAP 10 TABLET 1X15T
DYDROEVA SR 30 TABLET 3*10TAB,DYDROEVA SR 30 TABLET 3x10T
CARMADA 50 TAB 10S,CARMADA 50 MG TABLET 10x10T
CLAMOB-1.2 GM I.V.,CLAMOB IV 1.2GM
FERIUM XT SUSP 150 ML,FERIUM XT SUSPENSION
NUMLO-D-5- TAB 10 TAB,NUMLO-D 5 TABLET
CERIZINE TAB,CERUME TABLET 1x10T
XILIA M 1 10;s,XILIA - M 1 TABLETS
METPURE AM 2.5MG TAB 10x1,METPURE AM 2.5 TABLETS
HOSIT-XT CAPSULES 1X10C,HOSIT-XT CAPSULES
TOPERIZONE-450SR TAB --,TOPERIZONE - 450 SR TABLETS
OROFER S 50MG INJ 2.5ML --,OROFER S INJECTION 2.5 ML
CELOL D3 1*10,CELOL - D 3 CAPSULES
XILIA TRIO 1MG TAB 10,XILIA TRIO - 1 TABLETS
ATOREC 80MG TAB 10 S,ATOREC 80 MG TABLET
Consivas Bm Tab 10S,CONSIVAS BM TABLET 1x10T
XILIA M2 FORTE TAB 10 TAB,XILIA - M 2 FORTE TABLETS
BENFOTABS TAB,BENFOTABS
PROXYM-300MG 10S,PROXYM 300 TABLETS
SYNVISC ONE INJECTION 6ML,SYNVISC ONE 48 MG/6 ML INJECTION
EXAFIB 15 TAB. 14S,EXAFIB 15 TABLET
NUCARNIT-ING 5ML,NUCARNIT INJECTION
BEAT HF 5MG TAB 10x1,BEAT HF 5 TABLETS 10X10 T
CARDACE 1.25MG |10'S,CARDACE 1.25 MG TABLET 10x15T
PAUSE TAB 500MG 10 TAB,PAUSE TABLET 500 MG
SYLATE CVP TAB 10 S,SYLATE CVP TABLETS
EMILDAP 10MG TAB,EMILDAP 10 TABLET 1X15T
NUMLO TM 5MG 10 S,NUMLO-TM 5 TABLETS
Proxym ER Tab 15s,PROXYM ER TABLET 1X15T
VYLDA D 100/10 TAB 10 ST --,VYLDA D100/10 TABLET 1X10T
ASOMEX D 5 MG 15 S,ASOMEX D 5 TABLET 1x15T
FERIUM DROP 1X15ML,FERIUM DROPS 15 ML
RTCARB INJ 1VIAL,RTCARB INJ 100 mcg/ml
FERRI D INJ PFS 100MG 2 ML,FERRI - D INJECTION PFS (100MG/2ML)
FERIUM 1K VIAL 20ML,FERIUM INJECTION 1K (1GM/20ML)
ASOMEX-TM 10S,ASOMEX - TM TABLETS
NUNUHT NUSAR-H TAB 1*10,NUSAR H TABLET
OROFER FCM INJ 1 K 1000MG,OROFER FCM  INJECTION 1K
LACTACYD-100ML BOT,LACTACYD  1X100 ML
HOSIT CA TABLET 15,HOSIT CA TABLET 1x15T
EMSULIDE-P SUS. 60ML,EMSULIDE P SUSPENSION
EMTOFA 5MG TAB 10TAB,EMTOFA 5 MG TABLET 10x10T
MATERNA HCG 5000IU INJ 1,MATERNA-HCG 5000 IU HP
TWINAQT TAB 30S,TWINAQT TABLETS 30 T
Cardace 10mg Tab 15s 15S,CARDACE 10 MG TABLET 10x15T
CELOL XT  CAP 10S,CELOL XT CAPSULES
DILPRA OD 500 TAB 10S 10X10,DILPRA OD 500 TABLETS
EMC147 DYDROFEM TABS 1*10S,DYDROFEM TABLETS
ZEMCIFER SUSP 1*150ML,ZEMCIFER SUSPENSION 150 ML
EMANZEN 5MG TAB,EMANZEN TABLET 5 MG
ACEGABA-300 1X10CAP 10CAP,ACEGABA 300 CAPSULE
NUCARNIT Inj 5ml,NUCARNIT INJECTION
PREGANZA D 75/20 CAPSULE 1X10C 10 C,PREGANZA D 75/20 CAPSULE 1x10C
XILIA TRIO-1mg. 10 S,XILIA TRIO - 1 TABLETS
OROFER-D3 TAB 3X10 TAB,OROFER D3 TABLETS 1X10 T
CLEXANE 20 1syr,CLEXANE 20MG/0.2ML INJECTION
VINGRAF 0.5MG CAPS,VINGRAF 0.5 CAPSULES
CORDARONE 150mg. INJ. 6X3ML 12,CORDARONE 150 MG/3ML INJECTION
SOLGLO ADV. FACEWASH 100 G,SOLGLO ADVANCE FACEWASH 100G
LIVIVE INJ 10 ML,LIVIVE INFUSION
INFEN P TAB10 10S,INFEN P TABLETS
DYDROFEM SR 20 TA3*10 T,DYDROFEM SR 20 TABLET 3X10T
LOMOH-40 INJ,LOMOH 40 MG INJECTION
NUMLO=D=5 1*15,NUMLO-D TABLET 1X15 T
EMANZEN FORTE 10MG TAB 1X10,EMANZEN FORTE TABLET 10 MG
BIC -EMTAF,BIC EMTAF TABLET
CELOL PLUS TABLET 10 NOS 10 NOS,CELOL+ TABLET
PROXYM XT TABLET 115,PROXYM XT TABLET 1X15T
CISCURE 0.25 VIAL,CISCURE 0.25 MG INJECTION
DYDROFEM TABLET 30,DYDROFEM TABLET 1X30T
LOMOH 60MG INJ 1 VIA,LOMOH 60 MG INJECTION
C-TAZ 500 MG INJ 1VIAL,C - TAZ 500 MG INJECTION
EMLINZ DM FORTE TABLET 10T,EMLINZ DM FORTE TABLET 10x10T
Ferium Xt Plus Susp 200ml,FERIUM XT + SUSPENSION 200 ML
LAZID - N 60S 60S,LAZID N TABLET 1x60 T
EMANZEN D TABLETS 10-S,EMANZEN D TABLET
AMARYL M1 20CAP,AMARYL M 1MG TABLET 8x20T
NATRIEM 30MG TAB 10 s,NATRIEM 30 TABLET
NUSAR am 5mg tab 10 S,NUSAR AM 5 MG TABLET
TAVIN TAB-300MG 30,TAVIN 300 MG TABLET 30s
PEGEX 6MG INJ/0.6MLPFS,PEGEX 6 MG INJ 1 PFS
ASOMEX-TM 15,ASOMEX - TM TABLETS 1X15T
AMARYL 3MG 3*10,AMARYL 3MG TABLET 10x30T
POVIZTRA FLXT 0.25 MG 1.5ML 1*DEFAUL,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
S NUMLO 5 MG TAB 10S,S-NUMLO 5 MG TABLET
CELOL-D3 10C,CELOL - D 3 CAPSULES
VYLDA-SR 100 10 TAB,VYLDA TABLET
EMSULIDE-P 10S,EMSULIDE P TABLET 10
AMARYL-M28X20 1X20,AMARYL M 2MG TABLET 8x20T
HOSIT D3 9,HOSIT D3 TABLET
EMILDAP M 10/500MG 10T-H STRIP,EMILDAP M10/500 1X10T
Full 24mg Sup. --,FULL 24 SUSPENSION 100 ML
VICARE TOTAL CAP 10-C,VICARE TOTAL CAPSULE 1x10C
METPURE-TEL-20 TAB,METPURE TEL 20 TABLETS
ENFINITY CAP(13.5%) 15,ENFINITY CAPSULES
TWINAQT TAB 30T,TWINAQT TABLETS 30 T
TELSITE 40 MG 15TAB,TELSITE 40 MG TABLET 10x15T
ASOMEX 5MG 110,ASOMEX 5 MG TABLET
CARDACE 5 TAB. 15  S,CARDACE 5 MG TABLET 10x15T
GLIPSOV M 20/1000 1X10,GLIPSOV-M TABLET 20/1000 10X15T
VYLDA-M 850,VYLDA-M 850 TABLETS 1X10 T
HOSIT CA TAB,HOSIT CA TABLET 1x15T
XILIA TRIO -1 TAB NA,XILIA TRIO - 1 TABLETS
TEMSAN 20 TAB 1x15,TEMSAN 20 MG TABLETS 10x15T
ATOREC 10 TABLET 10 NOS 10 NOS,ATOREC 10 MG TABLET
EMLINZ M 500 TAB 10S 10S,EMLINZ M 500 TABLET 1x10T
TICAPLAT 90 TAB,TICAPLAT 90 TABLETS 6X10 T
IMINORAL 100 CAP 10 CAP,IMINORAL - 100 CAPSULES
TEMSAN BS 2.5/40 TAB 10S,TEMSAN BS 2.5/40 TABLET 10x10T
BACTICURE 500 MG TAB 6 TAB,BACTICURE 500 TABLETS 1X6 T
OZATEX 15 *10T,OZATEX 15 TABLET
NATRIEM - 30 MG TABS 10S,NATRIEM 30 TABLET
EMSITA M50/1000 10T,EMSITA M 50/1000 1X10T
OROFER SYRUP 1*150,OROFER SYRUP 150 ML
RELUDRO TABLET 10-S,RELUDRO TABLET 10T
OBICURE TEA SACHET 30S 30 S,OBICURE TEA SACHET 30X1GM
ATOREC EZ 10 MG TAB 10,ATOREC EZ TABLET
ASOMEX 1.25 MG TAB 110,ASOMEX 1.25 MG TABLET
Dydrofem SR 20 Tab 10s,DYDROFEM SR 20 TABLET 3X10T
ENCICARB INJ 100MG/2ML .,ENCICARB INJECTION 100MG/2ML
INJ.FERIUM 750MG/15ML,FERIUM INJECTION 750MG/15ML
VYLDA DM 10/500MG TAB 10TAB,VYLDA DM 100/10/500 TABLET 1x10T
ATOREC EZ TABS. 10S,ATOREC EZ TABLET
TEMSAN 20 TAB 15-T,TEMSAN 20 MG TABLETS 10x15T
Atorec Gold 20 Cap. 10cap,ATOREC GOLD 20  10X10 C
NUCORIL 5 TAB 20S,NUCORIL 5 MG TAB 20
EXHEP-PEN-REUSABL 1S,EXHEP PEN REUSABLE 1X1
BEAT HF 5 TAB 1*10S,BEAT HF 5 TABLETS 10X10 T
ATOREC GOLD 20MG CAP 10 S,ATOREC GOLD 20  10X10 C
PAXOTUS 25MG 10TAB,PAXOTUS 25 MG TABLET
TEMSAN AM5 15s,TEMSAN AM-5 TABLETS 1X15 T
TAPICEM 2.25 GM 1*2.25,TAPICEM 2.25GM INJECTION
EMDYDRO SR 20MG STRIP OF 10 TABLETS,EMDYDRO SR 20 TABLET 3x10T
CARDACE H-10 TABS 15,CARDACE H 10 TABLET 10x15T
EXAFIB 10MG TAB 14 TAB,EXAFIB 10 TABLET
EMSITA-M SR 100-500 10TAB,EMSITA M SR 100/500 TABLET 1x10T
ATPURE-D TAB 10,ATPURE D TABLET
CONSIVAS CV 20MG 10S,CONSIVAS CV 20 CAPSULE 10x10C
FULL 24 TAB 10 s(OT740) 10 s,FULL 24 TABLET
VINTOR 4000 IU PFS 1 ML 1,VINTOR 4000 IU INJ 1 PFS
EMLINZ DM TAB 10S 0,EMLINZ DM TABLET 10x10T
DINOR TABLET 10 TAB,DINOR TABLET
ATOREC GOLD 10 CAPS,ATOREC GOLD 10  10X10 C
GALOP PLUS-10 TABLET 10 S,GALOP PLUS-10 TABLETS
G3N 6.4 TAB 1 S,G3N - 6.4 TABLET
ASOMEX-D 5 TAB 5 TAB,ASOMEX D 5 TABLET
MVISTA STRIP OF 10 SOFTGEL CAPSULES,MVISTA CAPSULES
NUCORIL-OD TAB 10S,NUCORIL OD TABLET
TARGOCID 200MG IN 1VIAL,TARGOCID 200 MG/3 ML INJECTION
ATOREC GOLD 20MG 10C STRIP,ATOREC GOLD 20  10X10 C
EMILDAP-TRIO 10S 10S.,EMILDAP TRIO TABLET 1x10T
EMLINZ D 5/10 TAB 1X10T,EMLINZ D 5/10 TABLET 1x10T
